enrollee_id,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
14823,0.704,Male,No relevent experience,Part time course,Graduate,No Major,5,<10,Early Stage Startup,4,49,1.0
17068,0.8200000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,75,1.0
18742,0.554,Male,Has relevent experience,Full time course,Masters,STEM,3,10/49,Pvt Ltd,1,98,1.0
16292,0.604,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,never,49,1.0
11619,0.584,Female,No relevent experience,Full time course,Graduate,STEM,3,500-999,NGO,1,52,1.0
19818,0.664,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,2,139,1.0
24937,0.594,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,4,190,1.0
10552,0.604,Female,Has relevent experience,Full time course,Masters,STEM,7,500-999,Pvt Ltd,1,44,1.0
16071,0.537,Male,Has relevent experience,Part time course,Graduate,STEM,7,500-999,Pvt Ltd,1,12,1.0
21630,0.594,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Early Stage Startup,1,27,1.0
17219,0.534,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,258,1.0
17219,0.714,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,254,1.0
19789,0.584,Male,Has relevent experience,Full time course,Graduate,STEM,13,50-99,Pvt Ltd,>4,-5,1.0
12414,0.544,Male,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,26,1.0
29612,0.664,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,4,1.0
12346,0.674,Male,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,never,21,1.0
20638,0.704,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,42,1.0
2240,0.664,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,2,47,1.0
14714,0.724,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,4,113,1.0
21630,0.524,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Early Stage Startup,1,24,1.0
21319,0.684,Male,No relevent experience,Full time course,Graduate,STEM,1,100-500,Pvt Ltd,1,48,1.0
32714,0.644,Male,Has relevent experience,Full time course,Graduate,Other,5,10/49,Early Stage Startup,1,5,1.0
28022,0.604,Male,Has relevent experience,Full time course,Masters,STEM,1,10/49,Pvt Ltd,1,15,1.0
28022,0.604,Male,Has relevent experience,Full time course,Masters,STEM,1,10/49,Pvt Ltd,1,21,1.0
5734,0.724,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Early Stage Startup,2,4,1.0
28315,0.614,Male,Has relevent experience,Part time course,Masters,STEM,7,50-99,Funded Startup,1,19,1.0
16544,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,3,13,1.0
18532,0.644,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,44,1.0
11771,0.604,Male,Has relevent experience,Full time course,Masters,STEM,7,10000+,Pvt Ltd,3,91,1.0
6229,0.866,Male,No relevent experience,Full time course,Graduate,STEM,1,10/49,Funded Startup,1,140,1.0
17068,0.99,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,85,1.0
13563,0.56,Male,Has relevent experience,Part time course,Masters,STEM,7,10/49,Pvt Ltd,2,40,1.0
2350,0.644,Male,Has relevent experience,Full time course,Graduate,STEM,13,10/49,Pvt Ltd,2,138,1.0
2760,0.674,Male,Has relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,1,4,1.0
5200,0.654,Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,Pvt Ltd,2,53,1.0
14527,0.664,Male,Has relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,1,7,1.0
18742,0.534,Male,Has relevent experience,Full time course,Masters,STEM,3,10/49,Pvt Ltd,1,100,1.0
9065,0.664,Male,Has relevent experience,Full time course,Graduate,STEM,1,<10,Early Stage Startup,1,192,1.0
11771,0.574,Male,Has relevent experience,Full time course,Masters,STEM,7,10000+,Pvt Ltd,3,82,1.0
19818,0.534,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,2,143,1.0
23321,0.644,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,51,1.0
18599,0.896,Male,No relevent experience,Full time course,Masters,STEM,4,10/49,Public Sector,4,42,1.0
2350,0.564,Male,Has relevent experience,Full time course,Graduate,STEM,13,10/49,Pvt Ltd,2,139,1.0
10631,0.524,Male,No relevent experience,Full time course,Masters,Other,1,50-99,Pvt Ltd,never,17,1.0
19579,0.644,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,13,1.0
18532,0.654,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,49,1.0
33258,0.8560000000000001,Male,Has relevent experience,Full time course,Masters,STEM,9,10/49,Pvt Ltd,4,107,1.0
12863,0.886,Male,No relevent experience,Full time course,Masters,STEM,>20,5000-9999,Other,4,107,1.0
18631,0.654,Male,Has relevent experience,Full time course,Masters,STEM,11,100-500,Pvt Ltd,4,2,1.0
32909,0.554,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Funded Startup,1,37,1.0
19818,0.664,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,2,133,1.0
14823,0.574,Male,No relevent experience,Part time course,Graduate,No Major,5,<10,Early Stage Startup,4,47,1.0
6229,0.9760000000000001,Male,No relevent experience,Full time course,Graduate,STEM,1,10/49,Funded Startup,1,138,1.0
14257,0.654,Male,No relevent experience,Full time course,Graduate,STEM,13,10/49,NGO,1,16,1.0
7938,0.524,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,3,23,1.0
26778,0.694,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,14,1.0
18742,0.614,Male,Has relevent experience,Full time course,Masters,STEM,3,10/49,Pvt Ltd,1,94,1.0
5203,0.554,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,>4,113,1.0
21348,0.644,Male,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Early Stage Startup,1,318,1.0
16382,0.664,Male,No relevent experience,Full time course,Masters,STEM,<1,10000+,Pvt Ltd,2,43,1.0
12863,0.9460000000000001,Male,No relevent experience,Full time course,Masters,STEM,>20,5000-9999,Other,4,102,1.0
16273,0.684,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,42,1.0
19818,0.664,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,2,144,1.0
21319,0.544,Male,No relevent experience,Full time course,Graduate,STEM,1,100-500,Pvt Ltd,1,53,1.0
5184,0.589,Male,No relevent experience,Part time course,Graduate,STEM,2,100-500,Pvt Ltd,1,12,1.0
24909,0.714,Male,No relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,2,34,1.0
28315,0.694,Male,Has relevent experience,Part time course,Masters,STEM,7,50-99,Funded Startup,1,25,1.0
26039,1.0,Male,No relevent experience,Full time course,Graduate,STEM,1,1000-4999,Public Sector,1,12,1.0
22553,0.554,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,131,1.0
14411,0.644,Male,Has relevent experience,Full time course,Masters,STEM,1,50-99,Pvt Ltd,1,44,1.0
28952,0.9600000000000001,Male,No relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,8,1.0
24221,0.584,Male,No relevent experience,Full time course,Graduate,STEM,3,500-999,Pvt Ltd,1,26,1.0
13989,0.649,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,260,1.0
14095,0.706,Male,Has relevent experience,Part time course,Graduate,Humanities,2,100-500,Pvt Ltd,2,18,1.0
28825,0.684,Male,Has relevent experience,Full time course,Graduate,STEM,8,5000-9999,Pvt Ltd,1,13,1.0
26835,0.554,Male,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Pvt Ltd,never,16,1.0
10294,0.684,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,4,6,1.0
16292,0.564,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,never,54,1.0
17241,0.6890000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,11,500-999,Pvt Ltd,4,122,1.0
30654,0.714,Male,Has relevent experience,Full time course,Graduate,STEM,3,<10,Pvt Ltd,1,11,1.0
17241,0.8390000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,11,500-999,Pvt Ltd,4,121,1.0
9065,0.524,Male,Has relevent experience,Full time course,Graduate,STEM,1,<10,Early Stage Startup,1,184,1.0
32999,0.714,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,2,323,1.0
2203,0.554,Male,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Pvt Ltd,4,44,1.0
12089,0.564,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Early Stage Startup,1,198,1.0
32261,0.5089999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,12,50-99,Funded Startup,2,39,1.0
11619,0.714,Female,No relevent experience,Full time course,Graduate,STEM,3,500-999,NGO,1,57,1.0
11030,0.9730000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,17,10000+,Pvt Ltd,4,201,1.0
28633,0.704,Male,Has relevent experience,Full time course,Masters,STEM,8,100-500,Pvt Ltd,2,37,1.0
9065,0.564,Male,Has relevent experience,Full time course,Graduate,STEM,1,<10,Early Stage Startup,1,189,1.0
31024,0.574,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,2,24,1.0
29272,0.724,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,14,1.0
17362,0.5800000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,17,1.0
14848,0.598,Male,No relevent experience,Part time course,Graduate,STEM,2,10/49,Pvt Ltd,never,67,1.0
24221,0.634,Male,No relevent experience,Full time course,Graduate,STEM,3,500-999,Pvt Ltd,1,31,1.0
14569,0.694,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,2,69,1.0
18532,0.584,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,44,1.0
5570,0.636,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,23,1.0
20581,0.594,Male,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Public Sector,1,45,1.0
18640,0.654,Male,Has relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,4,4,1.0
14527,0.644,Male,Has relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,1,7,1.0
25069,0.714,Male,Has relevent experience,Full time course,Graduate,Other,3,1000-4999,Pvt Ltd,1,60,1.0
33155,0.644,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,2,65,1.0
30855,0.614,Male,Has relevent experience,Full time course,Graduate,STEM,8,10000+,Pvt Ltd,2,23,1.0
24909,0.644,Male,No relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,2,28,1.0
12012,0.64,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,NGO,1,101,1.0
16544,0.99,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,3,21,1.0
28825,0.674,Male,Has relevent experience,Full time course,Graduate,STEM,8,5000-9999,Pvt Ltd,1,12,1.0
26445,0.712,Male,No relevent experience,Part time course,Graduate,Business Degree,<1,100-500,Pvt Ltd,1,67,1.0
30654,0.704,Male,Has relevent experience,Full time course,Graduate,STEM,3,<10,Pvt Ltd,1,11,1.0
12089,0.684,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Early Stage Startup,1,190,1.0
18532,0.704,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,38,1.0
14121,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,NGO,1,103,1.0
18640,0.654,Male,Has relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,4,10,1.0
32809,0.554,Male,Has relevent experience,Full time course,Masters,STEM,10,<10,Pvt Ltd,1,70,1.0
1848,0.614,Male,Has relevent experience,Part time course,Masters,STEM,9,10000+,Pvt Ltd,4,39,1.0
972,0.867,Male,No relevent experience,Full time course,Graduate,STEM,3,<10,Funded Startup,1,3,1.0
14257,0.634,Male,No relevent experience,Full time course,Graduate,STEM,13,10/49,NGO,1,25,1.0
26537,0.6200000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,16,<10,Early Stage Startup,2,31,1.0
9223,0.664,Female,Has relevent experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,2,93,1.0
26778,0.594,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,14,1.0
6828,0.544,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,1,63,1.0
33258,0.9660000000000001,Male,Has relevent experience,Full time course,Masters,STEM,9,10/49,Pvt Ltd,4,115,1.0
28952,0.8300000000000001,Male,No relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,15,1.0
20581,0.664,Male,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Public Sector,1,39,1.0
22552,0.704,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,Pvt Ltd,1,47,1.0
31486,0.766,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,2,175,1.0
19797,0.604,Female,Has relevent experience,Full time course,Masters,STEM,13,100-500,Pvt Ltd,>4,9,1.0
5200,0.564,Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,Pvt Ltd,2,53,1.0
25898,0.654,Male,Has relevent experience,Full time course,Masters,STEM,17,10000+,Pvt Ltd,1,125,1.0
27233,0.634,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,1,-4,1.0
30335,0.574,Male,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Early Stage Startup,1,31,1.0
17219,0.664,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,255,1.0
18532,0.574,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,48,1.0
19579,0.704,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,8,1.0
18631,0.684,Male,Has relevent experience,Full time course,Masters,STEM,11,100-500,Pvt Ltd,4,5,1.0
24909,0.584,Male,No relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,2,22,1.0
26193,0.535,Male,No relevent experience,Full time course,Graduate,STEM,7,10/49,Pvt Ltd,1,105,1.0
8365,0.684,Male,Has relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,2,139,1.0
3943,0.99,Male,No relevent experience,Full time course,Graduate,STEM,1,10/49,Public Sector,1,20,1.0
3943,0.91,Male,No relevent experience,Full time course,Graduate,STEM,1,10/49,Public Sector,1,15,1.0
24909,0.564,Male,No relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,2,32,1.0
26326,0.91,Female,Has relevent experience,Part time course,Graduate,STEM,15,10000+,Other,>4,57,1.0
31486,0.916,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,2,176,1.0
10781,0.604,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,14,1.0
11771,0.564,Male,Has relevent experience,Full time course,Masters,STEM,7,10000+,Pvt Ltd,3,88,1.0
17210,0.694,Male,Has relevent experience,Full time course,Masters,STEM,3,10/49,Pvt Ltd,never,13,1.0
12414,0.674,Male,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,17,1.0
21259,1.01,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,NGO,1,31,1.0
14714,0.674,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,4,101,1.0
20393,0.5,Male,Has relevent experience,Part time course,Graduate,No Major,6,500-999,Pvt Ltd,1,27,1.0
16273,0.554,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,40,1.0
14848,0.598,Male,No relevent experience,Part time course,Graduate,STEM,2,10/49,Pvt Ltd,never,66,1.0
14569,0.564,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,2,71,1.0
2350,0.574,Male,Has relevent experience,Full time course,Graduate,STEM,13,10/49,Pvt Ltd,2,149,1.0
17068,0.99,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,75,1.0
20393,0.54,Male,Has relevent experience,Part time course,Graduate,No Major,6,500-999,Pvt Ltd,1,27,1.0
18532,0.644,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,43,1.0
2203,0.614,Male,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Pvt Ltd,4,41,1.0
28960,0.609,Male,Has relevent experience,Part time course,Graduate,STEM,6,100-500,Funded Startup,1,18,1.0
31748,0.654,Male,Has relevent experience,Full time course,Masters,STEM,7,10000+,Public Sector,1,84,1.0
18640,0.614,Male,Has relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,4,7,1.0
14527,0.614,Male,Has relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,1,-2,1.0
2760,0.684,Male,Has relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,1,2,1.0
19818,0.674,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,2,136,1.0
16382,0.584,Male,No relevent experience,Full time course,Masters,STEM,<1,10000+,Pvt Ltd,2,52,1.0
1848,0.524,Male,Has relevent experience,Part time course,Masters,STEM,9,10000+,Pvt Ltd,4,37,1.0
4893,0.674,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,32,1.0
26326,0.93,Female,Has relevent experience,Part time course,Graduate,STEM,15,10000+,Other,>4,63,1.0
21348,0.534,Male,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Early Stage Startup,1,328,1.0
18624,0.554,Male,Has relevent experience,Full time course,Graduate,STEM,10,5000-9999,Pvt Ltd,1,287,1.0
12863,0.866,Male,No relevent experience,Full time course,Masters,STEM,>20,5000-9999,Other,4,102,1.0
32809,0.634,Male,Has relevent experience,Full time course,Masters,STEM,10,<10,Pvt Ltd,1,67,1.0
20581,0.684,Male,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Public Sector,1,46,1.0
32809,0.574,Male,Has relevent experience,Full time course,Masters,STEM,10,<10,Pvt Ltd,1,71,1.0
19579,0.704,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,9,1.0
10552,0.704,Female,Has relevent experience,Full time course,Masters,STEM,7,500-999,Pvt Ltd,1,43,1.0
30835,0.6060000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,2,184,1.0
3943,0.8500000000000001,Male,No relevent experience,Full time course,Graduate,STEM,1,10/49,Public Sector,1,15,1.0
31163,0.594,Male,Has relevent experience,Full time course,Graduate,STEM,7,10/49,Pvt Ltd,4,76,1.0
14257,0.684,Male,No relevent experience,Full time course,Graduate,STEM,13,10/49,NGO,1,19,1.0
33143,0.87,Male,No relevent experience,Full time course,Graduate,No Major,1,1000-4999,NGO,1,99,1.0
19789,0.684,Male,Has relevent experience,Full time course,Graduate,STEM,13,50-99,Pvt Ltd,>4,-2,1.0
6828,0.554,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,1,51,1.0
17219,0.524,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,257,1.0
11030,0.9430000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,17,10000+,Pvt Ltd,4,197,1.0
14527,0.554,Male,Has relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,1,6,1.0
14411,0.544,Male,Has relevent experience,Full time course,Masters,STEM,1,50-99,Pvt Ltd,1,49,1.0
26537,0.65,Male,Has relevent experience,Full time course,Graduate,STEM,16,<10,Early Stage Startup,2,23,1.0
7237,1.01,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,17,1.0
28417,0.91,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,NGO,4,161,1.0
28417,0.86,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,NGO,4,149,1.0
28952,1.01,Male,No relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,6,1.0
20393,0.5,Male,Has relevent experience,Part time course,Graduate,No Major,6,500-999,Pvt Ltd,1,22,1.0
11018,0.49899999999999994,Male,Has relevent experience,Full time course,Masters,Humanities,3,50-99,Pvt Ltd,1,18,1.0
20581,0.564,Male,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Public Sector,1,44,1.0
18631,0.704,Male,Has relevent experience,Full time course,Masters,STEM,11,100-500,Pvt Ltd,4,11,1.0
30087,0.634,Male,Has relevent experience,Full time course,Graduate,STEM,1,1000-4999,Pvt Ltd,1,60,1.0
27622,0.584,Male,Has relevent experience,Part time course,Graduate,STEM,11,<10,Early Stage Startup,2,20,1.0
14823,0.634,Male,No relevent experience,Part time course,Graduate,No Major,5,<10,Early Stage Startup,4,44,1.0
28829,0.694,Male,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,1,66,1.0
28955,0.91,Male,No relevent experience,Part time course,Graduate,Humanities,<1,500-999,Pvt Ltd,1,11,1.0
30087,0.584,Male,Has relevent experience,Full time course,Graduate,STEM,1,1000-4999,Pvt Ltd,1,51,1.0
32010,0.8300000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,11,10000+,Pvt Ltd,4,32,1.0
19339,0.544,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,1,71,1.0
21319,0.594,Male,No relevent experience,Full time course,Graduate,STEM,1,100-500,Pvt Ltd,1,48,1.0
12012,0.64,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,NGO,1,109,1.0
7715,0.649,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,2,86,1.0
16300,0.704,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,26,1.0
16544,0.9400000000000001,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,3,19,1.0
27622,0.584,Male,Has relevent experience,Part time course,Graduate,STEM,11,<10,Early Stage Startup,2,26,1.0
14095,0.576,Male,Has relevent experience,Part time course,Graduate,Humanities,2,100-500,Pvt Ltd,2,5,1.0
28952,0.9400000000000001,Male,No relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,13,1.0
28952,0.9,Male,No relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,14,1.0
9065,0.544,Male,Has relevent experience,Full time course,Graduate,STEM,1,<10,Early Stage Startup,1,186,1.0
25898,0.694,Male,Has relevent experience,Full time course,Masters,STEM,17,10000+,Pvt Ltd,1,131,1.0
14550,0.674,Male,No relevent experience,Full time course,Graduate,STEM,<1,50-99,Early Stage Startup,1,44,1.0
27359,0.56,Male,Has relevent experience,Part time course,Masters,STEM,9,50-99,Pvt Ltd,3,4,1.0
18624,0.704,Male,Has relevent experience,Full time course,Graduate,STEM,10,5000-9999,Pvt Ltd,1,281,1.0
21630,0.554,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Early Stage Startup,1,37,1.0
26193,0.6050000000000001,Male,No relevent experience,Full time course,Graduate,STEM,7,10/49,Pvt Ltd,1,95,1.0
972,0.837,Male,No relevent experience,Full time course,Graduate,STEM,3,<10,Funded Startup,1,4,1.0
2203,0.634,Male,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Pvt Ltd,4,52,1.0
27622,0.594,Male,Has relevent experience,Part time course,Graduate,STEM,11,<10,Early Stage Startup,2,26,1.0
32714,0.604,Male,Has relevent experience,Full time course,Graduate,Other,5,10/49,Early Stage Startup,1,1,1.0
24221,0.604,Male,No relevent experience,Full time course,Graduate,STEM,3,500-999,Pvt Ltd,1,27,1.0
1848,0.574,Male,Has relevent experience,Part time course,Masters,STEM,9,10000+,Pvt Ltd,4,30,1.0
31082,1.006,Male,No relevent experience,Full time course,Masters,STEM,13,10000+,Public Sector,4,84,1.0
24221,0.574,Male,No relevent experience,Full time course,Graduate,STEM,3,500-999,Pvt Ltd,1,37,1.0
18599,0.8360000000000001,Male,No relevent experience,Full time course,Masters,STEM,4,10/49,Public Sector,4,37,1.0
16273,0.684,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,36,1.0
23321,0.654,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,47,1.0
28633,0.594,Male,Has relevent experience,Full time course,Masters,STEM,8,100-500,Pvt Ltd,2,45,1.0
23321,0.594,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,56,1.0
14752,0.524,Male,Has relevent experience,Part time course,Graduate,STEM,2,100-500,Pvt Ltd,1,222,1.0
16273,0.564,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,42,1.0
2203,0.604,Male,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Pvt Ltd,4,46,1.0
10781,0.614,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,11,1.0
9223,0.574,Female,Has relevent experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,2,93,1.0
21620,0.554,Female,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,16,1.0
25254,0.644,Female,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,1,-4,1.0
25898,0.704,Male,Has relevent experience,Full time course,Masters,STEM,17,10000+,Pvt Ltd,1,124,1.0
17210,0.534,Male,Has relevent experience,Full time course,Masters,STEM,3,10/49,Pvt Ltd,never,14,1.0
12863,0.8460000000000001,Male,No relevent experience,Full time course,Masters,STEM,>20,5000-9999,Other,4,107,1.0
14257,0.634,Male,No relevent experience,Full time course,Graduate,STEM,13,10/49,NGO,1,19,1.0
5200,0.604,Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,Pvt Ltd,2,48,1.0
22370,0.5479999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,103,1.0
26835,0.604,Male,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Pvt Ltd,never,22,1.0
7237,0.86,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,26,1.0
14257,0.664,Male,No relevent experience,Full time course,Graduate,STEM,13,10/49,NGO,1,24,1.0
19818,0.524,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,2,145,1.0
5200,0.544,Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,Pvt Ltd,2,54,1.0
28633,0.594,Male,Has relevent experience,Full time course,Masters,STEM,8,100-500,Pvt Ltd,2,38,1.0
10631,0.564,Male,No relevent experience,Full time course,Masters,Other,1,50-99,Pvt Ltd,never,22,1.0
19339,0.574,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,1,64,1.0
33258,0.916,Male,Has relevent experience,Full time course,Masters,STEM,9,10/49,Pvt Ltd,4,107,1.0
